id,sales
1,66.1509620315328
2,66.15565161500763
3,66.16034119848155
4,66.16503078195637
5,66.1697203654303
6,66.17440994890512
7,66.17909953237904
8,66.18378911585387
9,66.18847869932779
10,66.19316828280262
11,66.19785786627654
12,66.20254744975136
13,66.20723703322528
14,66.21192661670011
15,66.21661620017403
16,66.22130578364795
17,66.22599536712278
18,66.2306849505967
19,66.23537453407152
20,66.24006411754544
21,66.24475370102027
22,66.24944328449419
23,66.25413286796902
24,66.25882245144294
25,66.26351203491777
26,66.26820161839169
27,66.27289120186651
28,66.27758078534043
29,66.28227036881526
30,66.28695995228918
31,66.29164953576401
32,67.06136037985925
33,67.06604996333408
34,67.070739546808
35,67.07542913028283
36,67.08011871375675
37,67.08480829723158
38,67.0894978807055
39,67.09418746418032
40,67.09887704765424
41,67.10356663112907
42,67.10825621460299
43,67.11294579807782
44,67.11763538155174
45,67.12232496502656
46,67.12701454850048
47,67.1317041319744
48,67.13639371544923
49,67.14108329892315
50,67.14577288239798
51,67.1504624658719
52,67.15515204934673
53,67.15984163282064
54,67.16453121629547
55,67.16922079976939
56,67.17391038324422
57,67.17859996671814
58,67.18328955019297
59,67.18797913366689
60,67.19266871714171
61,67.19735830061563
62,67.20204788409046
63,67.9717587281857
64,67.97644831166053
65,67.98113789513445
66,67.98582747860928
67,67.9905170620832
68,67.99520664555803
69,67.99989622903195
70,68.00458581250678
71,68.0092753959807
72,68.01396497945552
73,68.01865456292944
74,68.02334414640427
75,68.02803372987819
76,68.03272331335302
77,68.03741289682694
78,68.04210248030085
79,68.04679206377568
80,68.0514816472496
81,68.05617123072443
82,68.06086081419835
83,68.06555039767318
84,68.0702399811471
85,68.07492956462193
86,68.07961914809584
87,68.08430873157067
88,68.08899831504459
89,68.09368789851942
90,68.09837748199334
91,68.10306706546817
92,68.10775664894209
93,68.88215707651125
94,68.88684665998608
95,68.89153624346
96,68.89622582693482
97,68.90091541040874
98,68.90560499388357
99,68.91029457735749
100,68.91498416083232
101,68.91967374430624
102,68.92436332778107
103,68.92905291125498
104,68.93374249472981
105,68.93843207820373
106,68.94312166167856
107,68.94781124515248
108,68.9525008286264
109,68.95719041210123
110,68.96187999557515
111,68.96656957904997
112,68.97125916252389
113,68.97594874599872
114,68.98063832947264
115,68.98532791294747
116,68.99001749642139
117,68.99470707989622
118,68.99939666337013
119,69.00408624684496
120,69.00877583031888
121,69.01346541379371
122,69.01815499726763
123,69.02284458074246
124,69.7925554248377
125,69.79724500831253
126,69.80193459178645
127,69.80662417526128
128,69.8113137587352
129,69.81600334221002
130,69.82069292568394
131,69.82538250915877
132,69.83007209263269
133,69.83476167610752
134,69.83945125958144
135,69.84414084305627
136,69.84883042653018
137,69.85352001000501
138,69.85820959347893
139,69.86289917695285
140,69.86758876042768
141,69.8722783439016
142,69.87696792737643
143,69.88165751085035
144,69.88634709432517
145,69.8910366777991
146,69.89572626127392
147,69.90041584474784
148,69.90510542822267
149,69.90979501169659
150,69.91448459517142
151,69.91917417864533
152,69.92386376212016
153,69.92855334559408
154,70.70295377316415
155,70.70764335663898
156,70.7123329401129
157,70.71702252358773
158,70.72171210706165
159,70.72640169053648
160,70.7310912740104
161,70.73578085748522
162,70.74047044095914
163,70.74516002443397
164,70.74984960790789
165,70.75453919138272
166,70.75922877485664
167,70.76391835833147
168,70.76860794180539
169,70.7732975252793
170,70.77798710875413
171,70.78267669222805
172,70.78736627570288
173,70.7920558591768
174,70.79674544265163
175,70.80143502612555
176,70.80612460960037
177,70.8108141930743
178,70.81550377654912
179,70.82019336002304
180,70.82488294349787
181,70.82957252697179
182,70.83426211044662
183,70.83895169392054
184,70.84364127739536
